Date,walk_forward,fixed_6_30,hindsight_20_200,nifty100
2016-11-15,1636690.08143925,1049743.5534410377,2190915.5061190478,1373963.773788609
2016-11-16,1647379.256928297,1034961.8275105536,2196642.2390001165,1376128.6479925385
2016-11-17,1644244.8130578552,1043884.8655638819,2199521.352722546,1371638.6638059944
2016-11-18,1656212.4141140678,1042229.5496286401,2202125.258514852,1371843.5574622566
2016-11-21,1605183.4732800997,999156.8375680676,2129020.604919536,1345551.7083239986
2016-11-22,1633524.9378506388,1012888.7642187321,2168529.070616611,1359401.2345291523
2016-11-23,1649441.7964378921,1023877.9952437266,2205785.8149894485,1366893.5394365788
2016-11-24,1650723.936693289,1033563.7541912952,2206980.1463624644,1357124.787723926
2016-11-25,1662866.3579894446,1045559.0797371112,2231576.843513499,1381866.9780398912
2016-11-28,1672519.5571415906,1044921.3387508985,2242708.121436729,1385333.2477566027
2016-11-29,1677870.0774501506,1041969.9806744403,2262431.737698654,1387712.2957143798
2016-11-30,1701127.3345626537,1051499.2188537961,2278363.2927918183,1402086.0512477797
2016-12-01,1685935.3770776356,1037286.5973002472,2262858.182631013,1395364.350770388
2016-12-02,1658375.0793496976,1020808.1239827052,2249428.6119376803,1377208.5830458768
2016-12-05,1673340.9719043453,1028455.5079627018,2266843.88750694,1385247.020574557
2016-12-06,1679963.6965305076,1035954.402053817,2265963.5962163764,1387868.5706228379
2016-12-07,1677798.163428454,1031580.3781859763,2267580.981898316,1381793.364686202
2016-12-08,1712910.971868434,1049140.1425858166,2291235.4745245497,1406474.1186796906
2016-12-09,1709882.533332754,1057768.9560160448,2290037.5294527495,1407835.4010609628
2016-12-12,1685782.5320804962,1051505.7761684514,2261687.3197013848,1392032.97356431
2016-12-13,1695127.0253260576,1049696.1014381435,2250544.4588427194,1398202.3000887092
2016-12-14,1672025.9574922535,1031463.9873798868,2239843.7341999523,1390501.4328376534
2016-12-15,1669123.4334698918,1032707.10501797,2245478.0790426694,1386028.2792577674
2016-12-16,1661847.4720896597,1021689.7352463488,2242878.898142732,1383613.9702938776
2016-12-19,1656346.0719190438,1019388.103894981,2229186.866029571,1377105.0237596752
2016-12-20,1641583.6025968401,1012637.2258714848,2211412.21592205,1372102.713979894
2016-12-21,1641049.5835318328,1013367.524184722,2208830.6540373974,1368963.51477627
2016-12-22,1623684.0847061314,997014.3719594713,2172375.2086706054,1353390.5760085396
2016-12-23,1614359.3729139217,996984.4013565149,2158067.5034081903,1353323.5219983933
2016-12-26,1591856.107816436,976278.9169725239,2101476.3437626604,1338372.9264609332
2016-12-27,1599909.0955090441,980216.3314016246,2144865.33046863,1360122.4929230122
2016-12-28,1598324.531608483,977242.5432821529,2142267.151242205,1361351.3754340264
2016-12-29,1619157.7381000193,983791.8962548785,2168313.5281492886,1373729.490702835
2016-12-30,1615777.21046363,988317.1224034845,2183764.9119177675,1387899.2109913127
2017-01-02,1634796.0383974353,990656.3827584512,2209469.35238065,1389004.4831473036
2017-01-03,1634913.8092582743,1001556.6066942896,2209628.5227612453,1392627.9241224604
2017-01-04,1630011.0499495235,1003027.2002062206,2203002.31607836,1392068.644880025
2017-01-05,1661758.2253036413,1015216.149070825,2245909.449030761,1407576.4288182268
2017-01-06,1651071.2334951586,1013437.3884101541,2231465.701728111,1402768.7802502734
2017-01-09,1672230.6601054727,1014239.6366021809,2260063.2169602048,1401775.216724196
2017-01-10,1689766.742445481,1020302.2659300606,2283763.6882000626,1411593.6766706582
2017-01-11,1726499.2809050349,1034779.693602733,2333408.669014359,1427632.6681785744
2017-01-12,1735418.3851200987,1033670.4595659054,2345463.0702674906,1432228.3727737265
2017-01-13,1727775.416190364,1031296.6204045207,2335133.3990333956,1431502.569471276
2017-01-16,1727727.7797296348,1037684.7558356348,2335069.01711812,1434758.087738657
2017-01-17,1714993.0533440982,1038269.9187779487,2317857.703291241,1432534.1053733034
2017-01-18,1734352.3068886232,1040789.9395374837,2344022.2378184507,1436690.0483877524
2017-01-19,1738732.122541202,1054362.5459318822,2349941.6725529125,1440080.7593478842
2017-01-20,1703161.3247084771,1045164.4424615512,2301866.8144023037,1424329.4590076793
2017-01-23,1743847.3567308697,1056273.4095255227,2356855.044561936,1432513.368459054
2017-01-24,1756452.7508348678,1074496.194959923,2373891.562447535,1447045.9235878347
2017-01-25,1770119.8927097472,1082027.0875590984,2392363.060052084,1468310.1646649733
2017-01-27,1772398.7989623696,1091172.2850089518,2395443.06110656,1475075.726048318
2017-01-30,1772581.842177037,1088774.3144808821,2395690.4487705072,1475239.285667314
2017-01-31,1755426.8055030731,1073599.1558349777,2372504.9706559125,1461172.8574386355
2017-02-01,1785131.7379207881,1102841.8090571826,2412651.9591792137,1488350.475048352
2017-02-02,1781351.5845731252,1108829.7279270347,2407542.9836417222,1492765.3893714123
2017-02-03,1768796.5337724632,1113948.2811173678,2390574.506039563,1493979.2346885847
2017-02-06,1784108.49949841,1121561.0126890622,2411269.02584605,1505311.7537531923
2017-02-07,1763128.5585458311,1112891.1023616975,2382914.09014721,1500086.0989282948
2017-02-08,1764970.3442422978,1121142.6903965352,2385403.311404428,1501435.159094437
2017-02-09,1761605.9188042725,1115987.8660084836,2380856.202946193,1503543.8759465031
2017-02-10,1764223.691816799,1109970.143014246,2384394.191237586,1505104.565714241
2017-02-13,1765927.724637289,1114654.990832544,2386697.235901197,1506820.6415263677
2017-02-14,1760087.9478533296,1111889.303612382,2378804.625737087,1502593.374135999
2017-02-15,1734909.4418273384,1105380.1672936683,2344775.2201742413,1490036.7981504996
2017-02-16,1772651.7750601894,1115123.7738964374,2395784.964880418,1502061.1124298752
2017-02-17,1764858.1138014733,1124116.660646407,2385251.6290455395,1510020.3855992681
2017-02-20,1785360.2054390684,1132794.998302027,2412960.7389705745,1519813.600298334
2017-02-21,1789830.638652518,1136183.568142258,2419002.645694709,1526075.1089437043
2017-02-22,1788411.7307865352,1124751.42336552,2417084.9548206753,1527193.3453179945
2017-02-23,1791666.704399043,1127933.4871433238,2421484.1362908566,1528063.715388562
2017-02-27,1793366.8331290816,1121319.99135286,2423781.904474712,1521678.3413350955
2017-02-28,1798724.5160468158,1124532.539907181,2431022.9522436503,1520418.6727389174
2017-03-01,1811411.7635602264,1121039.055654427,2448170.097140348,1530580.9449595646
2017-03-02,1770184.908198201,1108723.8520056522,2392450.9301752024,1520267.9002938312
2017-03-03,1797433.7307229696,1114868.8352295975,2429278.42231664,1519822.7780943713
2017-03-06,1807878.0280787477,1119821.94491552,2443394.1617561383,1530622.4107114207
2017-03-07,1791166.955713481,1123388.7330617176,2420808.7129483065,1528017.7528522853
2017-03-08,1776942.333716879,1122267.9014247186,2401583.7664641556,1523939.59702588
2017-03-09,1768680.62764085,1117980.1302462786,2390417.8558890014,1524129.4150351672
2017-03-10,1762210.232607688,1121422.0630555397,2381672.9487643293,1524684.930067126
2017-03-14,1795596.5206349143,1139737.7869403032,2426795.38511316,1551346.9353883306
2017-03-15,1809690.4253396022,1149486.3220796695,2445843.663778496,1552676.4212829857
2017-03-16,1849885.46194215,1164935.9511905664,2500168.3008617903,1566589.3688809786
2017-03-17,1850860.038758183,1164836.6854596627,2501485.4667687225,1567366.7982569672
2017-03-20,1853120.5817481463,1167400.0326283155,2504540.6493962505,1562669.6862863912
2017-03-21,1856338.2756610704,1169452.400208767,2508889.446383131,1560431.9602153457
2017-03-22,1833521.923161811,1163297.2256919404,2478052.5527302413,1545016.5651200004
2017-03-23,1836510.7285988654,1174421.889471297,2482092.000990634,1555556.143195462
2017-03-24,1842656.1197198604,1173297.285318449,2490397.6568775545,1559268.364911823
2017-03-27,1802167.055873456,1169494.962803672,2435675.634329158,1549279.474621796
2017-03-28,1818247.786995381,1174981.6641596,2457409.1605570507,1559193.1878394152
2017-03-29,1842743.389617371,1179036.394438998,2490515.6044131527,1565791.6784760074
2017-03-30,1842755.130433153,1193163.2549092672,2490531.472430956,1571283.700964113
2017-03-31,1860090.1809881753,1194128.904119469,2513960.243986359,1572572.6472004193
2017-04-03,1867436.2717355578,1195266.6990153722,2523888.676637847,1582771.0191500313
2017-04-05,1889224.0038813245,1199155.7643386002,2553335.3631377365,1589292.6697969367
2017-04-06,1897521.496631474,1207960.8133386348,2564549.640333458,1589645.2012132057
2017-04-07,1878498.3141867416,1201891.5438677464,2538839.3146358347,1580374.679573764
2017-04-10,1883188.2062718144,1206889.1393652596,2545177.8257311382,1579737.5413468382
2017-04-11,1878027.1638298146,1217538.5366126166,2538202.542678023,1589877.7450537013
2017-04-12,1867779.4929330521,1210499.99307383,2524352.549010387,1585450.3496398893
2017-04-13,1824864.8389444791,1209927.6557079821,2466352.278316851,1577417.72395873
2017-04-17,1834958.9598622988,1214348.6264597476,2479994.7451954777,1575152.102193576
2017-04-18,1815059.968833861,1203083.0949716114,2453100.741424995,1567473.298639935
2017-04-19,1825483.1740432293,1214096.4624912695,2467187.9742802014,1568914.8125595108
2017-04-20,1830293.8823692321,1224257.6289539782,2473689.771666477,1574569.477474063
2017-04-21,1825865.5560668476,1223029.6756958219,2467704.7735274727,1572686.9859341842
2017-04-24,1838501.8360273745,1231271.872064388,2484783.034451236,1589044.318260784
2017-04-25,1877448.359506317,1246712.4925844227,2537420.2735852697,1605787.0087642318
2017-04-26,1876456.2812157497,1248574.3308938239,2536079.4539804463,1611758.4641922102
2017-04-27,1867796.2105003768,1246638.980682404,2524375.143237301,1609086.917207239
2017-04-28,1875485.462039699,1238939.721592491,2534767.366621652,1604004.9744228458
2017-05-02,1860455.7458701662,1244282.4380883132,2514454.314429456,1606731.5695688133
2017-05-03,1840018.0463506163,1254985.4755783004,2486832.232126225,1606288.4333016267
2017-05-04,1837412.8977489362,1259672.9340972863,2483311.306054339,1614031.2134006824
2017-05-05,1806728.1992787733,1261670.4735942585,2441840.1382361646,1599547.7072205315
2017-05-08,1820011.5547351858,1267557.6858503928,2459792.9385172883,1604806.4221984502
2017-05-09,1831421.0668905426,1275020.1908372953,2475213.1908550584,1607275.773972314
2017-05-10,1846759.2734197464,1280313.3572936233,2495943.1757894373,1623711.3165616633
2017-05-11,1861780.3418246286,1285107.5999326543,2516244.540302857,1626298.265975742
2017-05-12,1851739.0283659713,1272275.9373311806,2502673.4440783397,1621946.3701576225
2017-05-15,1884733.0245797324,1281336.925018027,2547265.6878412557,1630573.5376823226
2017-05-16,1886041.0245775832,1290582.3602159186,2549033.483847783,1640177.9977195614
2017-05-17,1903717.0549868837,1301498.8241838883,2572923.098542092,1640833.873058408
2017-05-18,1851054.6655553423,1285135.667643141,2501748.5099455924,1621462.831771391
2017-05-19,1845708.6930377006,1271963.0864266655,2494523.2890868625,1619710.105073887
2017-05-22,1842548.0606523566,1254704.0000152162,2490251.612238168,1619013.8356411569
2017-05-23,1837422.0891706778,1243811.1612754911,2483323.7284998097,1608041.327717731
2017-05-24,1807508.1973282704,1217791.3336066252,2442894.3258808637,1600626.5269678158
2017-05-25,1840707.7899042114,1223953.7756346476,2487764.4384729965,1624696.077803763
2017-05-26,1882181.384706105,1226645.496539984,2543817.080206619,1642958.4040541013
2017-05-29,1881437.01229814,1215017.0379597242,2542811.0415427573,1642043.7013133573
2017-05-30,1887379.551424153,1218128.7035699997,2550842.537684086,1646728.1243629707
2017-05-31,1882640.6732800042,1221369.2143740396,2544437.8206562498,1647294.1652228779
2017-06-01,1885570.358787194,1230417.7164836088,2548397.366794247,1648328.7859695358
2017-06-02,1880802.7902471558,1237700.7632919208,2541953.8739503846,1655284.9823064543
2017-06-05,1879058.3526110386,1241771.896888177,2539596.221127884,1661925.0821502507
2017-06-06,1877463.5528393246,1239053.3364927706,2537440.8077698722,1654523.795503582
2017-06-07,1891975.3173936899,1243543.2428652032,2557053.8348868606,1659933.4326996491
2017-06-08,1900138.0233831105,1244774.7365313955,2568085.9442708534,1658385.3965198495
2017-06-09,1914817.253684664,1251122.0178580799,2587925.3056994593,1662385.1812039786
2017-06-12,1898618.9326394133,1243462.0990470496,2566032.8536327244,1654459.3976358594
2017-06-13,1891769.3738237682,1238757.1327340682,2556775.496797353,1653892.7475406937
2017-06-14,1897221.4942215374,1237230.6008888283,2564144.1792760366,1654751.8374437003
2017-06-15,1888100.239947507,1235319.6863023594,2551816.566962089,1648734.0118703514
2017-06-16,1883001.9921078824,1235764.4765816515,2544926.152446812,1650897.0157778445
2017-06-19,1908241.9116789429,1248243.8575731216,2579038.560012637,1661938.053860976
2017-06-20,1906994.2729336696,1245223.9719854796,2577352.3438084275,1662245.5013926409
2017-06-21,1896071.9633590581,1240077.788326582,2562590.558426335,1659432.5585926864
2017-06-22,1885767.1811984275,1231382.9178302968,2548663.3774006264,1657457.6556457153
2017-06-23,1869239.8007936461,1215000.343200128,2526326.1930535827,1646147.2593272915
2017-06-27,1854816.6133182978,1205391.0206022363,2506832.8801619867,1635044.5715004397
2017-06-28,1866708.4138209743,1208026.3748012905,2522904.957741184,1632802.2505751292
2017-06-29,1895852.7663481415,1208234.0996714826,2562294.307966719,1635647.9151615559
2017-06-30,1897571.0001445883,1205754.8408882376,2564616.5456185765,1640169.408089553
2017-07-03,1916181.0558865173,1208091.993924805,2589768.5198356146,1657081.7963905064
2017-07-04,1927139.0218353528,1202285.714244263,2604578.495734575,1656430.868753358
2017-07-05,1942356.5258684172,1207449.7262740768,2625145.3481070246,1662046.9346483299
2017-07-06,1936832.6984419378,1213853.2278559576,2617679.7517145774,1669155.3309604193
2017-07-07,1940505.9776074109,1212663.92898988,2622644.284015994,1667914.0238723317
2017-07-10,1955328.5040674412,1232173.3814074467,2642677.3139286386,1685550.7555478679
2017-07-11,1953947.5045384865,1222541.3977814696,2640810.8571577566,1686086.802413541
2017-07-12,1962022.035209467,1237295.5606390706,2651723.7953062225,1692868.0926251158
2017-07-13,1976296.328314858,1238456.0145788216,2671015.873585405,1707068.2578032955
2017-07-14,1976831.8107651519,1241859.1236861178,2671739.592040106,1707296.2347884767
2017-07-17,1992083.6103796437,1247995.2654268513,2692352.7957825772,1712058.7742836261
2017-07-18,1994090.4879871898,1245058.6812979905,2695065.14305019,1697518.7164383638
2017-07-19,2026413.726734955,1264679.9983496794,2738750.840657385,1711631.2749843448
2017-07-20,2016930.8201740433,1258669.7557734305,2725934.445874362,1707085.1947764498
2017-07-21,2031128.343104144,1247780.7131025903,2745122.7672655303,1713939.4139294655
2017-07-24,2030338.23070113,1250754.4944396033,2744054.90980907,1721921.7288342356
2017-07-25,2040485.7746616742,1266564.8139317734,2757769.5793189965,1722413.1942904552
2017-07-26,2053445.0042558042,1269991.3097498044,2775284.3150696186,1730866.3572198455
2017-07-27,2044158.0622240934,1258966.3469136446,2762732.771443103,1729613.9009480947
2017-07-28,2032235.7858462415,1250704.1177045132,2746619.5049262,1730479.9989627423
2017-07-31,2060829.4988909774,1251505.4196022826,2785264.651574,1741269.4786964727
2017-08-01,2085196.309108145,1251783.9119631469,2818197.0291462406,1746243.9440790347
2017-08-02,2083701.8470864748,1254041.6426608642,2816177.224866305,1740176.322691209
2017-08-03,2068237.6105438473,1243757.000754861,2795276.907091866,1730862.2338314895
2017-08-04,2097205.0589286718,1242618.847772569,2834427.1667693234,1741782.4273322427
2017-08-07,2119303.9630064056,1258458.7840471307,2864294.410226077,1744161.8794129435
2017-08-08,2133651.9291480407,1235965.865443492,2883686.059529322,1729267.7032384388
2017-08-09,2121938.5609744354,1228025.47334508,2867855.1378823,1714175.7700553501
2017-08-10,2098119.286713287,1181579.6276065405,2835662.7693911535,1694072.6494537606
2017-08-11,2059887.624512498,1164217.4400520588,2783991.68386172,1678555.8280724126
2017-08-14,2114589.235028644,1173047.210771645,2857922.332776044,1696533.3145922034
2017-08-16,2139999.6078716437,1177222.9099645263,2892265.112370867,1714198.656972068
2017-08-17,2128810.3184104026,1180812.7478858947,2877142.4967302256,1715028.6646104774
2017-08-18,2134390.9738612943,1174353.1481696598,2884684.8976752562,1704775.0545780517
2017-08-21,2118162.1884310297,1167718.9801829953,2862751.2722000675,1688369.0594901063
2017-08-22,2114510.933267127,1169487.1924298303,2857816.5059094215,1688586.4542643856
2017-08-23,2140137.080571733,1176095.7421959285,2892450.9102994786,1704892.8518362562
2017-08-24,2149960.823375283,1174889.4821903082,2905727.9541265424,1708238.464835875
2017-08-28,2154607.2832702473,1177274.055875655,2912007.765487631,1718988.7681486362
2017-08-29,2127642.91623308,1166054.4491731173,2875564.72233384,1698989.484927394
2017-08-30,2171097.9186665663,1178119.227350311,2934295.288000328,1715956.1131423058
2017-08-31,2176327.743009992,1176862.1567296246,2941363.5315816253,1720773.291455802
2017-09-01,2202056.4236695888,1182418.474943825,2976136.512466931,1731771.909477573
2017-09-04,2189775.7512413543,1167197.7923673808,2959538.864369246,1721258.2435111199
2017-09-05,2200970.057680348,1169308.6713423254,2974668.260585768,1728561.1698957048
2017-09-06,2214412.364522981,1166484.2346647421,2992835.8877982786,1723664.4787735841
2017-09-07,2230294.5635507912,1162279.0009066241,3014301.092738924,1727922.0808636325
2017-09-08,2229481.344501899,1156960.8717581993,3013202.006049761,1726608.4649143885
2017-09-11,2236479.9170555403,1176209.0294901214,3022660.758826554,1739371.0783268712
2017-09-12,2263814.010994078,1189688.6613157932,3059603.4975008518,1754625.9488639443
2017-09-13,2254948.0741733364,1182562.371878867,3047620.953363557,1751643.7594695978
2017-09-14,2261831.288622596,1181311.8401210902,3056923.796662841,1753800.4074258492
2017-09-15,2265227.4006491536,1178951.5832801654,3061513.7303693644,1752969.5669297283
2017-09-18,2272170.6247643544,1186211.1516839957,3070897.6782924854,1764057.635294859
2017-09-19,2259720.616829538,1191387.7202659333,3054071.1688547456,1764002.6535111896
2017-09-20,2258065.793623561,1189681.6577223877,3051834.632264653,1762280.7464965233
2017-09-21,2235355.9270238266,1189510.7381548346,3021141.6570737213,1757675.89585075
2017-09-22,2174245.5921063293,1168328.874341139,2938549.450497122,1727377.4385858634
2017-09-25,2143730.74967521,1156239.3339950482,2897307.8475321583,1710409.2437443337
2017-09-26,2172309.758956577,1157806.6862331117,2935933.121661451,1710863.148853392
2017-09-27,2147422.7978359144,1141148.5965416585,2902297.7466186443,1686000.0217883221
2017-09-28,2153626.5886683767,1141786.7946785898,2910682.33123407,1691651.2885243879
2017-09-29,2177157.105704832,1149659.8099013015,2942484.4368280396,1697660.954179795
2017-10-03,2194960.0231701043,1155457.1671713174,2966545.5426776963,1710669.4285324675
2017-10-04,2195655.289403397,1154829.292246468,2967485.213069675,1719403.6852604614
2017-10-05,2197276.778544142,1163304.7386418309,2969676.6978038847,1716293.869282548
2017-10-06,2252541.0120713045,1185290.5848139045,3044367.7463464113,1731684.1709842216
2017-10-09,2249922.6983871893,1181242.0371179376,3040829.0273233075,1733392.554771864
2017-10-10,2260824.6077279737,1188424.2741731915,3055563.2412589546,1739075.0602473554
2017-10-11,2247459.5630439324,1188006.3918700633,3037500.035862681,1732679.9379297248
2017-10-12,2298894.0371303596,1192785.9782691675,3107015.0649431157,1751977.998050477
2017-10-13,2313681.1622849726,1192815.0773559622,3127000.2490710164,1762884.851185162
2017-10-16,2327875.3448285786,1202021.6936546324,3146184.055842984,1772999.6306029123
2017-10-17,2336668.199317317,1212419.6747164868,3158067.827308355,1774766.3548069934
2017-10-18,2326686.9115024786,1208668.0647614603,3144577.8573021917,1770822.959590353
2017-10-19,2307609.405992599,1197107.7444096385,3118794.112569564,1759923.0127274347
2017-10-23,2328005.789146423,1206775.1757594093,3146360.3547302457,1766708.274674701
2017-10-24,2319102.2423046585,1212474.242470114,3134326.979671637,1769496.8631147498
2017-10-25,2323639.468446702,1214655.3152819239,3140459.1587754553,1785909.3374757918
2017-10-26,2330317.6565259974,1224233.1320305706,3149484.9036048236,1793999.5415739599
2017-10-27,2327297.6837246437,1232222.2222113786,3145403.3318411955,1792902.3675159086
2017-10-30,2339929.738468721,1246166.4803469814,3162475.882275067,1801892.4627576615
2017-10-31,2316086.3996105953,1233224.3598451565,3130250.9898554,1798395.8227537756
2017-11-01,2338865.43125671,1235122.932842644,3161037.4434048817,1816694.3359138917
2017-11-02,2334535.547480677,1252155.7734936317,3155185.4928998547,1815288.0314501408
2017-11-03,2330673.168907831,1243243.1965144954,3149965.387832583,1820128.859208817
2017-11-06,2332729.0123099433,1239931.2184873433,3152743.9136447166,1822102.1834420592
2017-11-07,2308140.8398405565,1229522.9865680935,3119512.3592329407,1802733.2904777871
2017-11-08,2294174.3730382663,1224435.175229232,3100636.31620622,1793538.258367973
2017-11-09,2310475.13554797,1230567.3316586919,3122667.220575753,1796219.2562263974
2017-11-10,2323096.3194070975,1218348.4920280417,3139725.07872596,1797421.0838855077
2017-11-13,2298588.8192588547,1220217.6789728666,3106602.5550537785,1781173.2276335321
2017-11-14,2301223.294501931,1212958.5481306275,3110163.1168440366,1774648.0856979145
2017-11-15,2260717.4385973224,1208756.8389782577,3055418.399392365,1761411.0788117456
2017-11-16,2286500.15958177,1214332.3964355488,3090264.4171818146,1778741.0874955228
2017-11-17,2316929.20223149,1220307.7083349407,3131390.059511329,1792611.181181153
2017-11-20,2325506.8856180045,1216285.9457925311,3142983.0216373606,1795118.1545632195
2017-11-21,2336559.9912927956,1213845.6140087598,3157921.5813496877,1799743.3040493878
2017-11-22,2326984.127295748,1211669.8777968015,3144979.5521747307,1801633.683877079
2017-11-23,2330093.005065627,1204135.8715377722,3149181.2813149476,1802446.2126475996
2017-11-24,2320032.5433961973,1219790.5975545275,3135584.305785698,1809599.8417500213
2017-11-27,2313174.6409657006,1227514.025518671,3126315.6723379116,1811762.8578144484
2017-11-28,2300039.358215334,1225537.7215649027,3108562.9961690605,1807796.1172600193
2017-11-29,2298291.1392542715,1234516.791542441,3106200.2327875784,1806406.2093720534
2017-11-30,2265880.223147103,1221276.8143178169,3062396.036949443,1784002.6872236747
2017-12-01,2230724.649651765,1204361.2525821852,3014882.3652871,1765778.227720553
2017-12-04,2237227.44983082,1197140.8416822837,3023671.068809016,1766847.7866297255
2017-12-05,2229844.3202727092,1203344.272403484,3013692.577241779,1765610.7729388182
2017-12-06,2198732.4920658874,1187684.4012946873,2971644.132478669,1751929.2279490165
2017-12-07,2251788.272181476,1191090.4943373534,3043350.398813247,1774508.8929919198
2017-12-08,2259588.6340400376,1195348.746043086,3053892.790683041,1791826.6551352772
2017-12-11,2258283.3669960867,1197381.315177356,3052128.6883347686,1800930.4029666532
2017-12-12,2246482.7787369615,1187543.8620677898,3036179.8864743486,1785998.8945331902
2017-12-13,2221506.2535993704,1180594.6755620497,3002423.463333901,1776284.857228551
2017-12-14,2222935.0222948585,1181241.0417937546,3004354.481375403,1785101.0244243834
2017-12-15,2257275.8531037997,1200388.8770203278,3050767.0071128793,1799362.718588203
2017-12-18,2280712.4233589517,1209270.6561426776,3082442.141189198,1810121.1588953908
2017-12-19,2304708.949393643,1215431.51051494,3114874.0700610275,1825124.3549201617
2017-12-20,2312795.10811028,1204942.8282611968,3125802.723815541,1822481.7243412281
2017-12-21,2332697.936245549,1212767.5715825004,3152701.9135356746,1823212.3257948696
2017-12-22,2345175.9925466343,1223985.4208880924,3169566.3310697144,1832286.870337346
2017-12-26,2357177.3762463825,1238076.6142251838,3185786.5131890373,1839202.0679504548
2017-12-27,2347695.4808314983,1238400.7703772585,3172971.4849961614,1831778.5333185329
2017-12-28,2368394.793069047,1245315.0125268388,3200947.143689984,1829958.1719418275
2017-12-29,2368124.3545799754,1252023.8628119843,3200581.639040308,1839664.6444422733
2018-01-01,2343390.643880263,1253687.3760578996,3167153.385926093,1825014.087370662
2018-01-02,2334327.9320493033,1258149.617073512,3154904.895246123,1825251.3033411715
2018-01-03,2353612.421770567,1265370.9177627973,3180968.3845222536,1827035.26781193
2018-01-04,2378086.035415042,1269891.7266606847,3214045.1097035063,1839087.5586331822
2018-01-05,2394140.362139078,1280780.3582354982,3235742.949701109,1850640.9689148315
2018-01-08,2401077.100111422,1290327.8102206627,3245118.131433513,1862234.2542649515
2018-01-09,2392150.901352179,1294499.207475843,3233054.1417194568,1862953.67711956
2018-01-10,2384441.4674780993,1288101.930257842,3222634.6413849182,1861675.9076221606
2018-01-11,2386792.298746032,1297106.9543115192,3225811.850967716,1864157.2050945435
2018-01-12,2405835.5621935115,1312669.72680831,3251549.31666268,1868610.192611608
2018-01-15,2407110.5604702346,1315034.2362336628,3253272.5099850222,1876741.8530174897
2018-01-16,2386963.3648595302,1310034.5107964026,3226043.051268016,1865847.445863401
2018-01-17,2414601.4444538197,1300469.0814251695,3263396.6344600213,1880892.5534437795
2018-01-18,2368177.063243132,1278653.9322813174,3200652.8761690473,1881357.76296391
2018-01-19,2394808.7462752047,1289061.2277083502,3236646.2882398046,1894946.7442106055
2018-01-22,2403696.7047886024,1300767.87819726,3248658.595267312,1907696.0121777758
2018-01-23,2472410.5256529893,1309949.7975592182,3341527.110800091,1927012.1336183315
2018-01-24,2439630.689311973,1300744.56929797,3297224.3096735803,1925453.1529746393
2018-01-25,2442873.3064801893,1281855.5124669988,3301606.791088021,1919026.1126728752
2018-01-29,2452765.6336475983,1272072.586660295,3314976.5284661087,1926822.383774805
2018-01-30,2422920.167582586,1258024.3725816568,3274639.605064457,1913406.237179218
2018-01-31,2409722.154278836,1236534.5849811474,3256802.1469216463,1908227.9042420457
2018-02-01,2420071.9638931076,1222786.5486254825,3270790.1837217133,1906977.9412456455
2018-02-02,2361901.8198593436,1194858.5500853253,3192171.7215726604,1861073.9786746078
2018-02-05,2336208.154883331,1186448.717787075,3157446.065294165,1846417.3407535676
2018-02-06,2301990.6647749767,1167769.5646583363,3111200.2377205254,1817606.8221229932
2018-02-07,2314509.884208883,1175526.559908297,3128120.288298859,1816746.7433084305
2018-02-08,2351469.766636675,1172230.7065710884,3178072.5303974207,1836862.2392529119
2018-02-09,2348152.95332115,1170712.6416973895,3173589.770960711,1817924.2123985144
2018-02-12,2374984.4213315025,1168671.662463922,3209853.197624242,1834510.9181462605
2018-02-14,2365418.6629453944,1164786.8250322063,3196924.8264452284,1828288.6919799664
2018-02-15,2376112.2513174177,1165260.270165104,3211377.489175021,1832860.0055021483
2018-02-16,2363114.3918694197,1144439.3523878625,3193810.5441724784,1816019.6871372676
2018-02-19,2326291.2509633955,1133480.4645179387,3144043.1117960145,1802083.8175042307
2018-02-20,2325094.6888856785,1130891.639937337,3142425.927036057,1800773.5792916273
2018-02-21,2315067.5165391667,1130569.5468307908,3128873.942892289,1805123.1368322063
2018-02-22,2317239.473689959,1115911.925245686,3131809.3994548484,1800805.9623945798
2018-02-23,2374422.3984773755,1128092.0099287198,3209093.6091236817,1820997.1281496733
2018-02-26,2395041.548961951,1130364.8825920853,3236960.927124068,1837067.8098116787
2018-02-27,2393119.280060048,1127381.8414123033,3234362.9307220504,1831845.7207989877
2018-02-28,2385620.7295813616,1135270.9254536303,3224228.444779585,1821946.4718639266
2018-03-01,2361670.816436763,1125811.9529215526,3191859.5144407013,1814988.720740932
2018-03-05,2301824.251194898,1118250.4293142902,3110975.3254401144,1797286.9787057242
2018-03-06,2289023.6561379614,1104135.3101499095,3093674.988391181,1778631.4548367287
2018-03-07,2268338.2188202715,1083074.0177902419,3065718.082012309,1761555.8173387055
2018-03-08,2273900.1947960467,1085214.7511606817,3073235.237161033,1774388.1289169136
2018-03-09,2259070.950741046,1084620.8674638588,3053193.128244122,1772110.8521396671
2018-03-12,2304533.0767666325,1095303.5238203865,3114636.3736327435,1802802.0264824533
2018-03-13,2314758.307167724,1089828.0521499987,3128456.0383870015,1807126.947357389
2018-03-14,2303007.105047259,1090297.3221333595,3112573.9831770747,1805081.9187467461
2018-03-15,2285360.1826871373,1101820.446581852,3088723.7087680716,1797693.3537714162
2018-03-16,2263275.54620322,1081904.483808738,3058875.7483353335,1771683.4433329818
2018-03-19,2223478.8338543894,1065983.477867263,3005089.456837806,1752837.4268240395
