Date,S0_naive,S1_realfill,S2_realcost,S3_pit,PIT_BUY_HOLD,BENCHMARK_N100
2011-03-21,834824.3063012458,841082.7071610477,820835.0261362374,803309.1705600249,962869.7866269727,870326.9614379345
2011-03-22,842373.1268426277,849137.3679657963,828395.9086161761,810156.1092425811,971040.0005585807,878096.6320772704
2011-03-23,843931.537876258,849872.8169098881,828800.5879944088,808193.8691635751,980346.5175988883,888175.5157576286
2011-03-24,845280.3374368049,850142.6702576664,828293.4931615737,812721.8782959604,987961.3287455242,894863.7926708517
2011-03-25,856732.1562005378,861639.8342286136,839206.9601251931,821783.3561977508,1003375.2590028848,914645.7901080012
2011-03-28,860488.7623940803,865412.2720795658,842858.4742243142,831552.5526276205,1009808.2232076579,920249.7439878156
2011-03-29,859789.7515069343,864729.2446595218,842041.1611139626,830824.2496796225,1016394.0763728281,927741.4193541779
2011-03-30,865264.8081399299,870235.3469239261,847444.3408777566,837589.2698746298,1031185.1191128303,937220.3464796034
2011-03-31,875648.03570951,880657.4791565922,857757.5024988503,848285.294746456,1034709.9277449585,943611.9335507231
2011-04-01,874555.8858529426,879553.7057190922,856730.9414331765,853503.9769058798,1042395.424725503,943591.0146121415
2011-04-04,880355.9965173103,885399.2326050785,862421.03753303,861999.2597504233,1055561.800686059,956595.3368491036
2011-04-05,880849.6727944709,885900.5510865238,862928.8863184304,870410.8876419638,1064040.9352202385,958457.6986463062
2011-04-06,884822.8938180305,889911.0700379398,866781.7397425027,862924.203239498,1064517.3187548819,956105.8463191083
2011-04-07,885892.9230538703,890992.7829438236,867821.5051081033,864030.8259735678,1070617.4768954234,956244.998601591
2011-04-08,881263.8911630012,886340.6362305668,863254.6374018044,858575.3805313681,1056652.5606057825,948075.7455569458
2011-04-11,874875.1520348884,879930.0776825931,856924.7503321023,848368.7577286337,1045953.101591311,938983.0269922394
2011-04-13,888224.4760857917,893365.4184418705,870092.2489282937,862475.3250046347,1063937.777547333,958526.9932280799
2011-04-15,885620.5783578254,890746.4090882328,867443.0530359597,860691.0499344443,1059160.0931897496,946447.0522511451
2011-04-18,878901.7969323493,883978.1784363773,860773.9038965554,848966.8597107504,1044347.9185520184,931678.8087222853
2011-04-19,877791.0815545417,882277.7578583744,858850.717656573,854294.4678572579,1047126.8411179367,933425.8203974349
2011-04-20,890558.8840447761,895143.8443909672,871345.0106558406,859584.6339415475,1064200.6058560822,950355.6169502666
2011-04-21,886580.9678765632,891137.5805054691,867452.5941671932,857629.0853880807,1063464.3639791037,953903.3749275027
2011-04-25,886988.1245995857,893780.7267457035,869739.203371247,855306.3931322825,1065477.8339791251,953042.4896994263
2011-04-26,889823.2237168647,899087.2920189884,874322.5097460714,859152.3550539744,1066031.070673975,952037.3161165359
2011-04-27,891468.2704888679,900767.312324622,875856.4989695516,856025.9890032542,1062635.6045730207,947867.5772307541
2011-04-28,887882.0018159248,897186.5757714298,872198.379710671,845705.1578788367,1052354.716191133,940253.4205005089
2011-04-29,879782.2770043708,889001.7633973148,864295.0288691488,837124.6539725867,1042626.6287189161,933425.8557327101
2011-05-02,867320.1410485603,876470.123993018,851986.0708003012,828249.2507898761,1033017.2016437149,924928.8797942098
2011-05-03,848718.0981179572,859216.5321274784,834804.6360853931,810216.7565195514,1008631.7721715707,903185.4981473363
2011-05-04,840628.5505601264,851047.4127541569,826328.8408467286,803995.8391398991,1002045.6898827764,898201.174412792
2011-05-05,832465.3742905952,843783.2502556827,818439.5385062017,798874.0713494499,989495.9415856124,886521.6463119586
2011-05-06,834868.4720078803,846463.1636010197,820622.8774533714,798538.9667213315,1006968.7370735354,901894.5698386509
2011-05-09,842233.4573594428,853872.6346703556,827978.3354001488,799835.4354933772,1008492.4440779708,902736.9368457417
2011-05-10,841076.5026475288,852698.5163537052,826885.231579348,799266.5864603065,1008966.3078415856,901220.1286915789
2011-05-11,843358.0919419624,855020.1270104435,828649.4561804257,799337.7540553942,1013610.4893161703,905324.8732644512
