Date,S0_naive,S1_realfill,S2_realcost,S3_pit,PIT_BUY_HOLD,BENCHMARK_N100
2013-09-03,970248.492726964,1020273.5238925301,851589.10819076,810712.4990808473,912881.9120220512,889954.2061754838
2013-09-04,987081.1531044664,1038433.5287600838,866330.7914327917,823951.2108586644,929737.5027931472,907028.4978261383
2013-09-05,977733.0430504503,1028699.9209185921,857995.6425604163,814473.9471137869,955182.4114932192,930735.9416048132
2013-09-06,980913.9740921678,1031918.374978193,860639.8459066687,817792.6522262442,967432.674735985,944304.8481074647
2013-09-10,1001262.5627114,1054168.3390628183,878976.8786825476,831074.2797553885,995863.0109584989,978761.9688735022
2013-09-11,1006577.8676087083,1059467.5672236765,883466.3115209875,838470.536679064,1014691.1837001485,982800.5069767347
2013-09-12,995076.0234810533,1047233.1521273934,873308.9804968176,828673.1012504447,1000198.3194275958,971901.291383825
2013-09-13,988560.1926819505,1040459.354905256,867518.8715719519,822585.2073867667,1010805.9252749746,972453.9643610406
2013-09-16,976009.5172440233,1027268.6103144967,856482.0417913733,808645.8199127066,1006995.9497043464,970829.0657416648
2013-09-17,997009.3007179918,1049269.544850477,874928.84715026,827132.129471575,1006269.7349002983,971784.8267545109
2013-09-18,997914.4308907213,1049760.9797602976,874694.1675701857,825299.6277936621,1014099.7828363079,979567.1857134771
2013-09-19,1017497.8337494554,1070646.481381544,891933.5483532668,835198.7635472937,1054570.5616164806,1015506.2159111638
2013-09-20,1011896.2548386278,1063633.2069293344,885637.6316441641,832876.6905826848,1044782.6851419786,999909.546190332
2013-09-23,1015048.8453156175,1066843.8375216806,888411.6696232901,841755.1686863225,1024919.1502427218,980613.8122507443
2013-09-24,997257.163491887,1048287.9351779305,872854.575484191,829337.2711338323,1025946.1699353528,981088.901577682
2013-09-25,997612.0473457994,1048934.9928294504,873294.8341969595,831758.163891248,1027390.1947222197,979060.9649596943
2013-09-26,988683.782003087,1039663.1128169381,865587.2308720694,826540.4818538945,1027594.1389392731,980310.6247990775
2013-09-27,986832.1553818407,1037538.8637362801,863869.999777709,822665.021011762,1024035.4506415896,973613.8783770042
2013-09-30,982227.645284337,1031356.0014849984,858545.56583719,817212.4345433473,1007076.9497958334,957790.4919320083
2013-10-01,975280.9517494859,1023824.9893390023,851898.8642465887,813868.9880559206,1014614.2428154912,965180.7195131332
2013-10-03,1004429.3984581651,1054670.9714328134,877578.7320291814,837371.4294163942,1038842.3714266588,986105.0637135665
2013-10-04,1007225.6767410936,1057285.3677882515,879382.5758421074,835541.6268689394,1040407.7680427713,986367.7872209012
2013-10-07,1013088.4975113573,1063588.486066755,884369.092572108,844919.8638150453,1046951.9565447752,987039.279095165
2013-10-08,1005075.9995674791,1055241.852067884,877376.5320710094,839688.0155904054,1047819.1492371984,990106.0040959028
2013-10-09,1010150.1030106249,1060671.407651838,881843.92294015,840301.4112622499,1060084.7466836476,1002980.1730532632
2013-10-10,1012405.111753911,1063477.5147761665,883999.9122361095,842591.8131024599,1064776.382506406,1005979.2688032683
2013-10-11,1024093.69606635,1076019.9184398018,894379.9254654796,843172.7629010439,1069628.8624861676,1016873.7775760075
2013-10-14,1028644.1312927904,1081301.819356855,898113.5624507847,845216.1624905361,1070460.1264001355,1019562.8835060542
2013-10-15,1023733.8923287096,1076081.7235965095,893817.9174159947,844522.7674900783,1058760.6423821165,1014806.9614212345
2013-10-17,1003218.6287178698,1054115.2399997078,874881.3434287971,831282.6067388698,1052803.1183215948,1008251.2203708831
2013-10-18,1027703.8192047777,1079746.6724910103,895897.2167105677,849459.2423856899,1073395.374518642,1030885.4679844013
2013-10-21,1046402.7845223132,1099947.9710910164,912018.8494099712,855832.9114771951,1086627.0259442069,1035510.4507960266
2013-10-22,1047730.3626549426,1101289.5640704476,913204.2104100322,860706.9586039651,1090541.8937802431,1035819.9807729877
2013-10-23,1043189.8283989611,1096442.6228015267,909163.601553831,852158.5936595071,1088058.3202684694,1032222.915532025
2013-10-24,1036749.5754311266,1090001.9314944588,903274.8948152405,842860.1159525979,1086360.6964040354,1029854.9647793509
2013-10-25,1032000.3025925341,1084902.9919230782,899137.1658265931,846444.6557971109,1076084.9241977057,1025948.2626230209
2013-10-28,1034075.9586289111,1087088.1119029366,900922.5915010315,841100.7598620523,1062921.229913265,1017865.5557139664
2013-10-29,1050562.9701416674,1104792.876665815,915212.5564716203,854440.547381108,1087053.255775725,1037460.7520862363
2013-10-30,1044379.0343201342,1099681.882929548,910592.826999805,848860.7186915328,1091606.2568461266,1042734.9790624691
2013-10-31,1057823.362990636,1112341.297217115,920101.4004077218,855709.7465792036,1106302.0499573837,1051186.9591696847
2013-11-01,1057821.608378667,1112646.0706202828,919313.6255082835,854418.8081665973,1119322.7230375155,1053389.2371289572
2013-11-05,1056837.0838158312,1112515.421309217,918839.9640971124,868088.9787863349,1129702.044739016,1045996.0717774002
2013-11-06,1051704.0021813097,1106893.5334307991,913860.8139582024,864983.0525778388,1120910.7053426257,1039919.885273689
2013-11-07,1039983.8873818102,1094302.3358294808,903525.7457361565,862831.9314993476,1104991.6858579114,1033536.9476075257
2013-11-08,1043901.8752777758,1098524.6424891793,906987.0007791863,862426.5968855475,1104869.6808904377,1027202.8914857648
2013-11-11,1045675.5296204272,1100211.3566233956,908452.8458795891,856411.4259718512,1090628.0345301323,1017199.4785893332
2013-11-12,1037124.4348061266,1088604.189078077,898343.2868348176,854177.3559149359,1081592.5889787138,1007830.0646933987
2013-11-13,1035895.8103249255,1087509.0045840584,897065.2151160398,853075.6038169524,1076360.3862603514,1003059.4287062542
2013-11-14,1061289.0722438376,1115136.367576296,919138.635416485,856139.8241201125,1093592.3225772125,1015442.7408922344
2013-11-18,1073396.2737666648,1128619.2985684224,929939.0616780071,862899.2958270331,1113121.6149200979,1036855.0423263448
2013-11-19,1064311.6783458274,1119684.5309521505,921871.8957207602,867994.2181755956,1117180.289373418,1038814.8950793775
2013-11-20,1061868.714112429,1117104.9588620015,919465.9312183149,858605.6652411805,1105550.6414667545,1025764.9965517278
2013-11-21,1042652.2452327294,1097121.40696686,902599.7748767629,852485.410948457,1083793.4420940068,1005475.8382222407
2013-11-22,1042686.3450213951,1098039.974178011,902775.5256205541,859252.2791621105,1084477.8050752683,1005386.9897447602
2013-11-25,1065787.1043635886,1122606.1030194112,923010.6032114965,867920.2456347363,1105884.2119400457,1024753.6947507885
2013-11-26,1047947.451020388,1103972.23534363,907490.3660670263,860366.62260312,1097272.4967357852,1016223.8209283594
2013-11-27,1041564.7088786644,1098175.7112309285,902324.0142342516,855719.9561871319,1097694.2081158084,1015954.2098621333
2013-11-28,1067978.6328822654,1125068.572375948,923967.6497010381,873009.0274256918,1107050.6204300302,1021844.1264925858
2013-11-29,1072362.7435313743,1129724.3205448934,927794.4866837652,874314.6573249437,1121827.2498597424,1035751.5487688063
2013-12-02,1078696.72795978,1136286.4996525594,932868.5742022312,874358.8580543138,1128988.5764951794,1042831.1659898586
2013-12-03,1077361.8086101096,1135001.7028614827,931836.0844179905,877281.8528663255,1126379.9618222222,1039980.5723564033
2013-12-04,1067251.7927867454,1124216.5402485677,923013.7302462376,871023.407523308,1120027.1284393088,1033048.2234128751
2013-12-05,1074283.298310427,1131633.9302937337,929163.2089754856,884026.4288245775,1133853.2841644746,1045539.9100371507
2013-12-06,1078517.4681254905,1136082.4713398763,932840.637625388,884764.1683875658,1141218.43075618,1048584.7295375862
2013-12-09,1080830.9026423972,1138523.217349703,934827.8325793064,888971.7006599046,1158004.9485358451,1065096.0553903212
2013-12-10,1071784.558366163,1128181.3471885624,925708.5196838353,882251.7708338815,1150618.2485647108,1059898.4689438134
2013-12-11,1060650.5359433724,1116150.5991493168,915845.2886614025,871366.365270527,1141533.0971705394,1055307.420721951
2013-12-12,1036647.2079251839,1091034.3153816166,894923.9166230108,863421.9395197945,1130463.8846471342,1043951.123908267
2013-12-13,1025212.5833066537,1079731.8302284183,885404.422199303,850472.7148341256,1111863.639257756,1032252.4164164286
2013-12-16,1028302.2025617196,1082861.4914451542,888029.311702782,853354.2264308053,1112427.5136719479,1031878.0261218232
2013-12-17,1028851.3000577523,1083378.9314399662,888451.9267921986,850789.1723078805,1113288.417093086,1030074.3482530132
2013-12-18,1039606.5681241585,1094605.419309229,897682.9165840687,872283.3716222404,1134225.5241972802,1043491.0404451183
2013-12-19,1047081.2385109027,1103684.1368613958,904154.8114491059,875790.5515574208,1128841.0854591557,1036342.9442657775
2013-12-20,1050997.2197120746,1107099.7984061956,906647.60056555,881976.8878611317,1147879.5823265172,1053983.988079219
2013-12-23,1055302.0118263324,1111540.378087592,910056.9637244575,888865.1183365516,1161337.3917710192,1056325.9559183046
2013-12-24,1050677.3560188373,1106986.5344367742,905318.8925612617,887704.6466959674,1165301.9746155983,1054288.4597836165
2013-12-26,1044723.5495155414,1100641.1330238103,900102.0483992744,885650.1880625446,1166548.047036649,1056160.1864998795
2013-12-27,1053737.3159034809,1110127.9095588445,907939.9439986396,892242.4766825397,1172143.2375679247,1062447.0436719703
2013-12-30,1047825.9985817035,1103916.0918403387,902794.6793807197,893878.9110392291,1168983.9570995928,1058920.159567389
2013-12-31,1052816.7658088764,1109112.901097846,907023.9730742621,892764.7069681842,1175136.007436687,1061418.2095060789
2014-01-01,1058037.7226265033,1115121.2013221502,911702.0183792708,895236.6529825885,1180714.3948502224,1061767.463210858
2014-01-02,1035421.4676292499,1090896.892427039,891083.994326537,879741.4575730748,1155706.6094055765,1046869.2185297954
2014-01-03,1025192.3097084125,1080063.364530158,881822.2926783771,882988.6885911413,1160118.6053213475,1046276.8494904895
2014-01-06,1025769.4065712055,1080809.2948890447,882495.9663233967,884429.9002152868,1158652.8828226465,1043739.3539463438
2014-01-07,1019839.5386894306,1075534.0127082586,877324.2179362033,879738.6534806676,1149027.7161795616,1037919.4310647888
2014-01-08,1034109.7521980365,1089357.119809699,888324.6784236274,887496.6006089635,1154048.324241764,1040119.3966222769
2014-01-09,1038347.1495063861,1094095.9210906744,891547.2651569919,886442.9410474682,1145160.3674708863,1037862.9776481775
2014-01-10,1038737.0664985736,1094509.9813323736,891880.6945087985,882357.9049574138,1135151.3552809926,1037859.8353160522
2014-01-13,1039898.1391914447,1095582.911935401,892455.1469720576,887545.2928035099,1139783.4239231949,1052078.2864731336
2014-01-14,1043876.7595069965,1099571.8527160406,895420.8557909555,887360.4105358907,1135744.0223676078,1047710.5276769327
2014-01-15,1052053.4920204242,1108170.1508498907,902463.2832964486,890537.5770855733,1145293.1224102913,1059595.1681327256
2014-01-16,1045698.9986427387,1101451.6237807989,896995.7254046029,887332.6598950216,1144078.500957677,1057747.1568116846
2014-01-17,1041457.3560112079,1097371.4019256353,892579.9626081632,869524.6933560679,1131772.5534302772,1047640.6086125599
2014-01-20,1043666.781349953,1099693.1156478643,894499.5748823332,880850.667309315,1144134.4495029976,1055457.280112002
2014-01-21,1038077.0867240985,1093815.2115112066,889699.479118173,881577.5876279185,1147119.427445397,1057011.9095914848
2014-01-22,1057372.9938209613,1113280.2688918828,905050.0532878828,887938.2885168262,1151475.213711843,1061048.8793150198
2014-01-23,1057450.8081443866,1113330.5049453496,905158.7407077742,881207.394038982,1148264.5081473892,1061661.7930037582
2014-01-24,1051115.3511512836,1106636.464150977,899738.5246700239,866568.5250433155,1126803.8822081727,1047789.228115902
2014-01-27,1040943.8107536396,1096272.7517257452,891052.5895216016,858352.3647046507,1092984.1016894034,1024645.587110042
2014-01-28,1034860.2097480854,1089875.8801208257,885837.1630117444,855739.6646601211,1093885.8688313228,1023041.710027961
2014-01-29,1044192.6383293231,1099888.0338073492,893693.9666814943,855994.8718767918,1097504.3764224972,1023048.746170137
2014-01-30,1042506.2871482929,1097367.8236709356,891325.3640963911,852347.5066879372,1082402.542032647,1013456.5143996985
2014-01-31,1051436.2811668476,1106757.941407752,899017.5471484541,857304.0620163063,1101598.493519651,1019375.3482809673
2014-02-03,1054772.5119484027,1110263.35398252,901882.3286311507,857164.3766220192,1088563.0918671528,1005343.5194576652
2014-02-04,1058953.3321159442,1115614.2504516363,905925.6915600488,852688.3334918672,1091789.2252832355,1005826.5237703932
2014-02-05,1054380.5289543231,1110796.6194167852,902011.8105557153,853488.2946571151,1099310.7759510945,1009714.5577733589
2014-02-06,1062107.8208854755,1119645.040765357,908929.8948451112,854980.0333656112,1102227.1047192751,1012282.6448569251
2014-02-07,1064723.8873298725,1121472.1453338384,909637.0970121543,854663.053125743,1111097.4652231885,1016510.1746260696
2014-02-10,1066374.6240394672,1123019.5013290166,910387.3018475312,853793.6171139788,1110869.641832645,1014353.3617131095
2014-02-11,1071481.0483253559,1128480.2944427251,914680.0735073823,850764.9686154437,1109957.2501668788,1015759.1300937929
2014-02-12,1076420.3409202655,1133777.4996658086,918871.6027966279,848738.0418881488,1109314.1678379946,1018592.1645532943
2014-02-13,1046954.0606163103,1102711.4336639165,893636.8590298432,826977.4505386578,1087786.9583763338,1004650.3044345998
2014-02-14,1049068.7098472675,1105691.694985938,895462.8360851351,832319.4893492889,1091063.7384429087,1011617.5912436472
2014-02-17,1058373.1889579853,1115528.1819396734,903413.4341342989,832115.8219588572,1095134.2703109076,1015379.1554330566
2014-02-18,1061608.7108314594,1118802.3063064336,905142.8958324831,833146.7324843397,1105419.7901603277,1024479.888312404
2014-02-19,1066987.2077034076,1124473.2912383794,909754.0105709474,837806.201722621,1108963.921246701,1028742.7840782941
2014-02-20,1064886.3051307758,1122907.3526550054,907615.5850467121,837932.584205839,1103517.8310929653,1019682.1114298931
2014-02-21,1075744.1146247943,1134357.314782691,916914.4451236164,842812.3719741009,1113829.7805833737,1029911.676217406
2014-02-24,1085172.643547829,1144354.0367370367,924804.365781728,850598.2809172772,1117245.4786999337,1034184.4210835964
2014-02-25,1081358.9824379047,1140345.843247962,921483.6612147724,846719.6379805707,1119456.669006169,1036430.9630417404
2014-02-26,1083077.3904121479,1142236.3959518194,922955.0577945148,852511.6974135541,1121421.3776268698,1041773.9223208587
2014-02-28,1093246.333985146,1153554.4092269659,931743.910753832,859310.9593077801,1132192.7668699808,1049041.1192831863
2014-03-03,1099443.8737571796,1159479.5204940557,936254.7067221986,859617.2434569501,1125725.5872149295,1041383.5498326194
2014-03-04,1112866.0881584247,1173538.8409133672,947721.1984328615,870992.2458296918,1146346.4619014796,1053860.4166148573
2014-03-05,1113880.688759621,1174712.3081451177,948668.497165619,865132.0151778363,1157599.9929173656,1059127.050246581
2014-03-06,1123934.244530495,1185247.2332626104,957309.510169922,870976.7832366131,1176053.720404346,1071301.169230457
2014-03-07,1128674.6479423603,1190137.9545531988,961369.5407599794,875434.90701591,1195533.2832706175,1090795.213690739
2014-03-10,1131256.5206306537,1192957.1269012212,963541.8862647401,872773.7336760663,1205162.1202419912,1093158.502312377
2014-03-11,1128689.448235329,1190160.02245481,961306.2169417726,873202.3050795697,1198947.9616063877,1088310.6123881654
2014-03-12,1124672.8700569232,1185807.8003631353,957888.4108924257,873020.5188399457,1198652.4761183232,1089120.7712553712
2014-03-13,1127403.7453697284,1188644.6524368047,960239.5132712709,860635.7903166913,1192524.072845527,1084664.1559738442
2014-03-14,1129025.7800071796,1190340.6351180791,961645.6672362672,865570.8663786347,1193881.6717611551,1086504.465695822
2014-03-18,1140325.6041267475,1202308.5813308477,971273.4154776918,867945.4593954126,1206144.0163069547,1090757.4275942273
2014-03-19,1137524.9085319599,1199373.2646346807,968860.7279700624,868120.9671316186,1208628.6758500065,1092547.4955581732
2014-03-20,1128184.0378578266,1189611.6948333501,960820.6023902284,861259.6437687282,1196386.6355577284,1085439.1236312783
2014-03-21,1130295.3759925922,1191738.605256629,962612.5018195497,867178.1934742336,1204622.904108339,1087775.0560665347
2014-03-24,1138841.6142204364,1198761.5924850225,967757.0255461871,870421.2546035466,1218585.2950931008,1102107.085969678
2014-03-25,1147557.277077492,1207900.7054153203,975196.9672042071,869514.2385497717,1224814.9504394957,1103793.8025625236
2014-03-26,1141685.771508034,1201796.678353858,970160.6600791155,862189.2389541296,1228386.9052713553,1105683.9166516918
2014-03-27,1149260.4501197895,1209764.557900977,976554.6570082842,867578.9919601111,1235392.5559607847,1112585.2252400767
2014-03-28,1167448.0041435321,1228798.6083846807,991200.699901088,878802.8844772009,1260658.0210721958,1123669.544860073
2014-03-31,1177228.8949134906,1239171.5148559331,999485.0943560441,885809.1287475256,1269919.656182786,1126865.9094291802
2014-04-01,1172246.4932640155,1233951.295793128,995217.1877856095,888658.5944762854,1270218.183672615,1128772.9094890426
2014-04-02,1180772.1278312763,1242883.3094497442,1002388.1665530045,888348.5468078284,1287850.2793365584,1135288.360213543
2014-04-03,1174526.1291435321,1236253.5513091802,997079.0637812455,888695.5282989172,1278933.6535333763,1131714.3860119814
2014-04-04,1170317.0649421772,1231910.8971343755,993469.8019823869,885721.5150542883,1278678.8264631256,1125703.7766121482
2014-04-07,1170200.8781440814,1231754.5653396368,993433.3907694657,877958.6140533118,1276804.9111043264,1125890.279938504
2014-04-09,1186018.8820655902,1248410.3956390142,1006934.6205935319,884275.568170133,1299169.1768043637,1143093.2736136706
2014-04-10,1193204.3801811298,1255850.2919097662,1013155.8070750077,886697.861138883,1307753.0081154355,1145061.5944300008
2014-04-11,1185657.4396522602,1247852.2461486578,1006741.263347133,888162.1922927527,1304853.4811235727,1141358.7789632524
2014-04-15,1168925.0982063373,1230267.7458358526,992425.2673182328,882847.0967138251,1292931.0130052622,1132275.7820797274
2014-04-16,1157924.2063453754,1218775.9285445928,983132.1394953568,879576.6090963325,1278090.693997287,1122708.804695706
2014-04-17,1172201.2418754657,1233922.6499801397,995119.6544327645,889403.2839925727,1300139.479012067,1139921.0019466113
2014-04-21,1179306.0698478778,1240961.2089019537,999886.9537354475,890439.8643682441,1313305.7447701995,1147161.9204909215
2014-04-22,1186813.0540168842,1248847.0281463384,1006301.948070622,891380.327586933,1309838.5880493964,1147149.0933376246
2014-04-23,1192489.5634162982,1255363.5936675787,1010940.2077991385,888967.4015844306,1310188.1476340867,1150784.5167431193
2014-04-24,1192489.5634162982,1255363.5936675787,1010940.2077991385,888967.4015844306,1310188.1476340867,1150784.5167431193
2014-04-25,1179619.0593803485,1241751.724610877,999811.0310550389,881137.8370735425,1304858.9696425798,1142985.3590620395
2014-04-28,1166968.2398765644,1228440.4983535528,988997.3756900487,883361.1780938681,1307970.9111464366,1140120.778273847
2014-04-29,1162807.5802314838,1223194.2442222356,984358.0321737991,876561.8517589308,1295493.0063061232,1131890.7502276972
2014-04-30,1153345.8349006732,1213490.8469672918,976422.9355627762,864902.3276576735,1278844.9739822121,1127058.3359664176
2014-05-02,1160026.7250984272,1222807.1448913335,983097.9215759464,868712.0887790668,1282169.797845553,1127635.8163703638
2014-05-05,1154896.9975593647,1216667.8335052251,977914.9990937684,862016.4976550203,1282481.0534621882,1128193.2331838415
2014-05-06,1160147.5086296161,1222842.1272140264,982208.7259343576,863585.0294644586,1283536.8714422898,1130897.6145251265
2014-05-07,1153890.1757972797,1214362.7231536626,974285.4890708809,856317.3122157895,1277007.265120096,1120771.7769885461
2014-05-08,1158350.531311806,1222635.8495879888,979791.5251859241,853791.0363265378,1276056.393293621,1121531.1913771292
2014-05-09,1170328.2054756244,1234751.653127265,988857.2634962616,858949.2875761943,1312278.1649637013,1153902.7558972389
2014-05-12,1197035.332798775,1265122.0840087652,1012808.4329267729,869775.6848905578,1336084.1430861624,1178266.1626804366
2014-05-13,1211303.2419822772,1283624.7614761114,1026805.2512765253,890093.3658988195,1361227.7886641764,1195462.3522556834
2014-05-14,1203123.9697349628,1279402.819104743,1023448.0489449824,894993.7494895178,1380351.050201421,1198476.6880716356
2014-05-15,1200473.6806495746,1284039.6893134832,1027150.6864953364,896684.7521388059,1373956.3602230223,1199644.893656244
2014-05-16,1221849.7507103046,1300030.4822288274,1039865.8724236811,917510.6810633665,1405197.3915604965,1215804.9077392553
2014-05-19,1295227.8673065265,1369312.0826202154,1094978.1338716482,958851.5939354536,1453769.4042535555,1231656.6897187296
2014-05-20,1290243.9136016925,1362939.4497924566,1089725.0732195065,961508.17461989,1462067.3526695597,1233821.2928513964
2014-05-21,1305662.917198952,1374973.4180122137,1099377.674965112,960350.235784746,1464745.4693173962,1230556.7029881408
2014-05-22,1321685.4459388813,1404485.8405433416,1122993.3560564206,973188.8615553149,1484250.691612118,1236915.8984451364
2014-05-23,1344740.7873962482,1428702.6539932012,1142508.9786379025,989551.9273893603,1511817.1822258818,1253243.7254236992
2014-05-26,1313532.565575417,1397828.7817893743,1117838.0648653195,973986.8939192065,1490044.666825038,1248768.9380131138
2014-05-27,1294435.7355659564,1374641.8474708318,1099300.7366945432,957149.8949033984,1478471.0516469516,1240390.447622952
2014-05-28,1326004.5076530536,1408418.02844007,1126137.2185289548,969293.9215528734,1480829.229141697,1243010.2243834813
2014-05-29,1300795.0980499347,1379541.2628608465,1103124.3637087033,956370.3755966674,1467485.6353852921,1228207.8701239259
2014-05-30,1290969.0098045429,1368638.055017066,1094367.4780580685,958294.9587494384,1475434.8048618236,1227925.0193157506
2014-06-02,1327348.6452911457,1407457.4494643926,1125465.5572664426,986008.4048935424,1503642.8777218517,1250148.9448089446
2014-06-03,1351108.7411735614,1430586.452092719,1144002.8375932858,991253.597413684,1518362.8216888898,1260661.6350581343
2014-06-04,1359561.4045074543,1435062.7482772588,1147644.149688928,998193.5451065551,1531299.0482504927,1260248.1603851183
2014-06-05,1369941.3959739765,1440089.8466697454,1151605.838600366,1014005.5110947143,1555314.7258324334,1274817.2811698774
2014-06-06,1387784.0406349262,1460914.7130790472,1168360.1847612546,1032118.3285690795,1581044.9423497696,1294791.7040572837
2014-06-09,1395333.0505378803,1468210.7100501775,1174311.7048113034,1046532.5111557494,1602138.891920117,1306440.485577553
2014-06-10,1375980.0583351215,1453816.9598441839,1162845.61312124,1036037.2353836547,1595827.5335174785,1305755.9399207027
2014-06-11,1351572.043598946,1428481.2115340948,1142580.5628511594,1018792.5970016967,1574623.892989464,1298945.7303802369
2014-06-12,1356918.2800834735,1428855.790814948,1142671.4613344357,1014165.1127563964,1578078.7110764808,1302409.4518047636
2014-06-13,1318670.4778030475,1390297.3089919805,1111867.393928735,985631.9780060302,1535422.3096727629,1281469.6809287758
2014-06-16,1321450.331677254,1395250.3786254644,1115479.6790630093,994298.5265518676,1543462.0860288104,1280703.7939996552
2014-06-17,1344228.4510734638,1418022.7013526678,1133744.7000667325,1008907.2807022582,1570212.044939431,1297634.0975821554
2014-06-18,1341507.3537071308,1408467.386922431,1126125.8929836026,999774.7639938842,1555754.9622602437,1285558.0317818928
2014-06-19,1330941.8016670307,1399149.8689094305,1118679.1485072842,984501.3224045287,1543830.1890593595,1281616.3570165453
2014-06-20,1332939.7475898822,1408212.9155860662,1125255.8686116352,991417.9202625296,1538344.3691285597,1276805.6562630145
2014-06-23,1330095.6874778827,1400657.1524787664,1119140.7708638324,997078.0856983206,1548899.348736009,1274901.5813211857
2014-06-24,1348632.2814338764,1423896.4122138738,1137789.1639989032,1010548.4455373172,1572247.4989951216,1289912.5237343104
2014-06-25,1358720.3006141742,1436013.4606910467,1146702.1806973505,1020869.2112985294,1577780.3948424098,1288230.2789629686
2014-06-26,1354338.3746193012,1437758.4866462469,1147741.616293957,1017999.0601754825,1566794.025359588,1276291.0413356323
2014-06-27,1364767.1842659076,1454671.7781806707,1161378.9275503657,1022321.719469611,1569979.236321014,1279335.1106203033
2014-06-30,1388377.7060249408,1476792.189908576,1179140.2484808466,1036761.2232309025,1599882.1166871558,1298070.7403716596
2014-07-01,1395173.5441749652,1473867.510144782,1176383.0933539222,1049659.3808160464,1609161.407553543,1302911.3198951278
2014-07-02,1433646.2957923969,1513433.5440955877,1208066.2245337318,1072583.925264899,1632188.4545091297,1319998.469192722
2014-07-03,1443651.5965431293,1528159.2521796941,1219996.5161444496,1071752.5449243227,1629364.7671606918,1318457.7608540172
2014-07-04,1452655.2227485736,1536406.802976203,1226559.5240713905,1074043.6814447085,1635278.1635585087,1325213.5548159617
2014-07-07,1443293.7924812397,1525635.3242011785,1217879.633125956,1072857.736200873,1637083.321951606,1330438.7847073867
2014-07-08,1390460.769242104,1467743.447217536,1171476.741593058,1027154.8169046085,1571885.2903370718,1298402.8265481342
2014-07-09,1388093.3985908588,1466860.3421455144,1170735.5000922035,1020020.985094611,1551660.7717275051,1290730.7747833868
2014-07-10,1401681.2952278217,1467914.286328864,1171579.6859061073,1020913.647493903,1556416.2633691486,1289465.3008965543
2014-07-11,1365880.6689613422,1439103.6874671697,1148000.2207200362,1005094.5102328053,1511827.471891849,1268196.25523186
2014-07-14,1384597.8633125385,1452037.7528205633,1157638.7559424671,1005554.2295415779,1517317.0993483344,1268863.6563755288
2014-07-15,1405227.369367226,1475625.0896857977,1176247.1507690186,1023475.1538429687,1548260.8769693358,1283577.5189454174
2014-07-16,1432968.70689164,1498588.83703382,1194196.124216289,1037311.9635175507,1570163.7873319895,1299752.6981678032
2014-07-17,1447981.8848243793,1509176.9123969793,1202709.8165380664,1042534.2053886028,1590642.8925174398,1304535.4212055553
2014-07-18,1440454.785245522,1506407.9333472967,1200006.455398566,1040148.9299860017,1584055.3254540055,1307054.8188812824
2014-07-21,1436431.730115517,1501158.5869880437,1194933.7769399602,1041363.2042887404,1587465.5787810895,1310090.9393026046
2014-07-22,1437062.8266426167,1498938.8884444952,1192295.080742504,1050166.7417223647,1592241.1972153902,1323168.899716985
2014-07-23,1433473.567792519,1492989.6758514165,1187559.8390509146,1044686.7779619887,1589717.011082998,1326488.231654459
2014-07-24,1425606.734098061,1481335.9637275457,1178127.513126995,1050300.013088484,1592975.7046356474,1332020.5366731079
2014-07-25,1398519.8744636616,1454850.3541007757,1156911.2366301077,1045334.3691904738,1569109.7523611928,1323513.098785433
2014-07-28,1388979.8404670795,1445446.0675521612,1148900.2729057164,1029265.1211545148,1558207.7970948084,1318205.082199985
2014-07-30,1391005.09600602,1446318.317212653,1148598.3122217432,1040872.1219129808,1572035.3287888404,1326054.7710150932
2014-07-31,1390677.4557930073,1444754.5235458135,1147002.3447350508,1032190.814841295,1567881.4776910688,1315641.0148204747
2014-08-01,1373608.16241227,1433587.4158492803,1137895.433693791,1028242.6311559923,1550595.564713168,1297072.8354204264
2014-08-04,1393138.815702065,1449805.0945297002,1150389.9196247293,1045960.6116157798,1574479.2103266502,1311233.436534402
2014-08-05,1401869.3961464008,1453199.6382919073,1152189.6360887475,1056275.986096314,1588840.2052578793,1321357.3160382856
2014-08-06,1391210.0408607563,1441175.9028907537,1142283.233443642,1042767.5598159642,1572535.1463814043,1309555.6126162268
2014-08-07,1384683.3250099262,1436077.247808051,1138351.6074441914,1044089.6714891745,1571258.7215112855,1305902.7241425614
2014-08-08,1366687.4562965473,1423546.0272918462,1128122.9874119915,1024725.672697803,1539153.9125226436,1290880.9404273133
2014-08-11,1377283.9609657368,1434724.4365401983,1135524.4047701217,1034824.7079261432,1551139.4428428283,1301040.4019612148
2014-08-12,1399154.2971473774,1460219.7279563665,1155940.3865244247,1030354.7953282156,1566832.9667549385,1317322.7230442897
2014-08-13,1409249.58189164,1474381.5377555608,1167895.24457191,1024064.4564610281,1544240.448949085,1318116.877990235
2014-08-14,1402826.3799873432,1469601.6225105047,1163124.910299193,1034391.9364899446,1562583.7571234417,1327773.3928219122
2014-08-18,1420514.4691139301,1487759.9198127508,1176108.695552841,1053075.1617087733,1593200.7605942904,1342878.4769130608
2014-08-19,1445425.7028785786,1508120.7541938543,1192185.1100731047,1063993.1318930995,1609944.51490197,1348454.106108121
2014-08-20,1448969.5615974506,1509102.461972785,1192990.4137077483,1058396.1564978969,1609457.6347900338,1345689.9078508236
2014-08-21,1461357.4904457172,1521479.6807380437,1202704.945705429,1073919.7988013637,1614177.8780114343,1349572.2821321925
